Date,Close Price
2014-04-26 00:00:00,456.14
2014-04-27 00:00:00,429.65
2014-04-28 00:00:00,437.06
2014-04-29 00:00:00,444.25
2014-04-30 00:00:00,445.87
2014-05-01 00:00:00,456.27
2014-05-02 00:00:00,446.64
2014-05-03 00:00:00,436.94
2014-05-04 00:00:00,434.06
2014-05-05 00:00:00,429.72
2014-05-06 00:00:00,426.99
2014-05-07 00:00:00,436.96
2014-05-08 00:00:00,435.34
2014-05-09 00:00:00,448.23
2014-05-10 00:00:00,452.71
2014-05-11 00:00:00,436.54
2014-05-12 00:00:00,438.43
2014-05-13 00:00:00,437.41
2014-05-14 00:00:00,441.75
2014-05-15 00:00:00,444.32
2014-05-16 00:00:00,445.01
2014-05-17 00:00:00,446.36
2014-05-18 00:00:00,444.81
2014-05-19 00:00:00,444.31
2014-05-20 00:00:00,485.83
2014-05-21 00:00:00,489.16
2014-05-22 00:00:00,526.06
2014-05-23 00:00:00,519.04
2014-05-24 00:00:00,525.63
2014-05-25 00:00:00,570.09
2014-05-26 00:00:00,581.83
2014-05-27 00:00:00,569.63
2014-05-28 00:00:00,574.45
2014-05-29 00:00:00,565.51
2014-05-30 00:00:00,616.47
2014-05-31 00:00:00,623.26
2014-06-01 00:00:00,629.02
2014-06-02 00:00:00,658.79
2014-06-03 00:00:00,665.73
2014-06-04 00:00:00,636.78
2014-06-05 00:00:00,656.06
2014-06-06 00:00:00,645.56
2014-06-07 00:00:00,652.71
2014-06-08 00:00:00,653.64
2014-06-09 00:00:00,645.34
2014-06-10 00:00:00,649.81
2014-06-11 00:00:00,627.91
2014-06-12 00:00:00,581.8
2014-06-13 00:00:00,597.43
2014-06-14 00:00:00,571.69
2014-06-15 00:00:00,591.97
2014-06-16 00:00:00,588.06
2014-06-17 00:00:00,607.34
2014-06-18 00:00:00,604.88
2014-06-19 00:00:00,592.26
2014-06-20 00:00:00,588.52
2014-06-21 00:00:00,591.03
2014-06-22 00:00:00,598.88
2014-06-23 00:00:00,587.46
2014-06-24 00:00:00,575.07
2014-06-25 00:00:00,562.13
2014-06-26 00:00:00,579.38
2014-06-27 00:00:00,600.86
2014-06-28 00:00:00,591.99
2014-06-29 00:00:00,598.6
2014-06-30 00:00:00,639.36
2014-07-01 00:00:00,635.59
2014-07-02 00:00:00,647.34
2014-07-03 00:00:00,640.69
2014-07-04 00:00:00,626.96
2014-07-05 00:00:00,628.33
2014-07-06 00:00:00,631.71
2014-07-07 00:00:00,617.99
2014-07-08 00:00:00,620.22
2014-07-09 00:00:00,620.55
2014-07-10 00:00:00,615.11
2014-07-11 00:00:00,631.18
2014-07-12 00:00:00,634.48
2014-07-13 00:00:00,627.58
2014-07-14 00:00:00,618.38
2014-07-15 00:00:00,619.36
2014-07-16 00:00:00,615.2
2014-07-17 00:00:00,622.62
2014-07-18 00:00:00,628.22
2014-07-19 00:00:00,625.8
2014-07-20 00:00:00,621.37
2014-07-21 00:00:00,620.01
2014-07-22 00:00:00,618.81
2014-07-23 00:00:00,617.93
2014-07-24 00:00:00,600.01
2014-07-25 00:00:00,599.93
2014-07-26 00:00:00,593.85
2014-07-27 00:00:00,590.95
2014-07-28 00:00:00,584.69
2014-07-29 00:00:00,582.2
2014-07-30 00:00:00,564.37
2014-07-31 00:00:00,581.35
2014-08-01 00:00:00,595.08
2014-08-02 00:00:00,587.29
2014-08-03 00:00:00,585.51
2014-08-04 00:00:00,586.76
2014-08-05 00:00:00,583.11
2014-08-06 00:00:00,583.04
2014-08-07 00:00:00,587.4
2014-08-08 00:00:00,590.53
2014-08-09 00:00:00,588.09
2014-08-10 00:00:00,589.45
2014-08-11 00:00:00,573.31
2014-08-12 00:00:00,568.21
2014-08-13 00:00:00,544.57
2014-08-14 00:00:00,508.55
2014-08-15 00:00:00,496.62
2014-08-16 00:00:00,519.83
2014-08-17 00:00:00,492.95
2014-08-18 00:00:00,460.67
2014-08-19 00:00:00,486.74
2014-08-20 00:00:00,511.93
2014-08-21 00:00:00,516.16
2014-08-22 00:00:00,513.94
2014-08-23 00:00:00,497.22
2014-08-24 00:00:00,508.57
2014-08-25 00:00:00,501.63
2014-08-26 00:00:00,513.47
2014-08-27 00:00:00,510.43
2014-08-28 00:00:00,507.02
2014-08-29 00:00:00,508.42
2014-08-30 00:00:00,501.2
2014-08-31 00:00:00,478.07
2014-09-01 00:00:00,474.13
2014-09-02 00:00:00,475.32
2014-09-03 00:00:00,474.54
2014-09-04 00:00:00,489.09
2014-09-05 00:00:00,480.5
2014-09-06 00:00:00,482.24
2014-09-07 00:00:00,479.48
2014-09-08 00:00:00,472.15
2014-09-09 00:00:00,471.56
2014-09-10 00:00:00,477.53
2014-09-11 00:00:00,476.33
2014-09-12 00:00:00,473.83
2014-09-13 00:00:00,477.09
2014-09-14 00:00:00,474.71
2014-09-15 00:00:00,471.36
2014-09-16 00:00:00,463.74
2014-09-17 00:00:00,454.91
2014-09-18 00:00:00,421.46
2014-09-19 00:00:00,391.94
2014-09-20 00:00:00,406.82
2014-09-21 00:00:00,396.57
2014-09-22 00:00:00,398.89
2014-09-23 00:00:00,435.38
2014-09-24 00:00:00,422.3
2014-09-25 00:00:00,408.8
2014-09-26 00:00:00,401.92
2014-09-27 00:00:00,398.36
2014-09-28 00:00:00,376.2
2014-09-29 00:00:00,374.73
2014-09-30 00:00:00,386.27
2014-10-01 00:00:00,381.33
2014-10-02 00:00:00,371.99
2014-10-03 00:00:00,356.56
2014-10-04 00:00:00,325.49
2014-10-05 00:00:00,319.64
2014-10-06 00:00:00,328.46
2014-10-07 00:00:00,334.09
2014-10-08 00:00:00,352.79
2014-10-09 00:00:00,363.78
2014-10-10 00:00:00,358.69
2014-10-11 00:00:00,359.2
2014-10-12 00:00:00,376.19
2014-10-13 00:00:00,388.38
2014-10-14 00:00:00,398.71
2014-10-15 00:00:00,391.84
2014-10-16 00:00:00,380.08
2014-10-17 00:00:00,380.42
2014-10-18 00:00:00,388.96
2014-10-19 00:00:00,386.59
2014-10-20 00:00:00,379.37
2014-10-21 00:00:00,382.38
2014-10-22 00:00:00,379.1
2014-10-23 00:00:00,355.86
2014-10-24 00:00:00,355.17
2014-10-25 00:00:00,346.11
2014-10-26 00:00:00,351.54
2014-10-27 00:00:00,348.96
2014-10-28 00:00:00,351.9
2014-10-29 00:00:00,333.38
2014-10-30 00:00:00,343.78
2014-10-31 00:00:00,336.8
2014-11-01 00:00:00,325.39
2014-11-02 00:00:00,323.74
2014-11-03 00:00:00,324.23
2014-11-04 00:00:00,328.28
2014-11-05 00:00:00,337.14
2014-11-06 00:00:00,348.23
2014-11-07 00:00:00,341.08
2014-11-08 00:00:00,344.03
2014-11-09 00:00:00,363.31
2014-11-10 00:00:00,365.29
2014-11-11 00:00:00,366.99
2014-11-12 00:00:00,427.24
2014-11-13 00:00:00,417.15
2014-11-14 00:00:00,398.43
2014-11-15 00:00:00,375.13
2014-11-16 00:00:00,388.55
2014-11-17 00:00:00,385.86
2014-11-18 00:00:00,372.38
2014-11-19 00:00:00,377.24
2014-11-20 00:00:00,356.14
2014-11-21 00:00:00,348.86
2014-11-22 00:00:00,352.04
2014-11-23 00:00:00,366.77
2014-11-24 00:00:00,375.24
2014-11-25 00:00:00,375.72
2014-11-26 00:00:00,368.51
2014-11-27 00:00:00,369.14
2014-11-28 00:00:00,375.85
2014-11-29 00:00:00,375.22
2014-11-30 00:00:00,377.09
2014-12-01 00:00:00,378.64
2014-12-02 00:00:00,381.54
2014-12-03 00:00:00,374.97
2014-12-04 00:00:00,369.15
2014-12-05 00:00:00,376.04
2014-12-06 00:00:00,374.02
2014-12-07 00:00:00,374.26
2014-12-08 00:00:00,360.94
2014-12-09 00:00:00,351.27
2014-12-10 00:00:00,344.62
2014-12-11 00:00:00,347.13
2014-12-12 00:00:00,350.94
2014-12-13 00:00:00,347.47
2014-12-14 00:00:00,351.14
2014-12-15 00:00:00,345.1
2014-12-16 00:00:00,326.08
2014-12-17 00:00:00,319.17
2014-12-18 00:00:00,310.75
2014-12-19 00:00:00,317.01
2014-12-20 00:00:00,329.57
2014-12-21 00:00:00,319.24
